PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.00102616589943992,0.0146611204325599,0.000382876341278355,0.0243296110298261,0.0366196247114286,-0.000280897541426297,0.0190295171549018,-0.00315759687301036,1.71168914403561e-05,0.00340599937557118
0.0296208670217006,-0.0219215658121288,0.0123313256885185,0.00963555528464777,0.0365112669571342,0.0197223141275825,0.011518420692235,-0.00955660784767095,0.00424667256635089,0.00361431892761339
0.00295552014590059,0.0332253794421953,-0.00106398171260398,0.0111261256724986,-0.0135133893320274,-0.000143848452318186,-0.0338271782523762,-0.0158219099900771,-0.00609811446444383,0.0222986933595398
0.034947429982592,-0.00607492147408453,0.000194293300655127,-0.013699663837469,0.0410854656149671,0.0161601026958542,0.014199858679311,0.0035497687703901,0.0240495182577842,-0.000500483855367838
-0.0113352826674799,-0.051943676721199,-0.0235575816150956,-0.0033687747936203,-0.0297580377460947,-0.00760780954858714,0.0264197523804385,0.0261703003794913,-0.00997872212660781,-0.0201230444555562
-0.0313873480290598,-0.032157489309791,0.037630314659832,-0.018691943783856,0.0405548273938702,0.00202956377324187,-0.000569516966190554,0.0132069466946779,0.0115182391346568,0.00904166521229002
-0.00382924490071467,0.0444758516375507,0.0241582806307543,0.00521821810198392,0.00246892739260245,-0.0371613695671756,0.00934165734246462,-0.00400643984419172,0.00553582359104515,-0.0258235550888803
-0.0125326810668166,0.000629161573078516,-0.00709642093116816,-0.00275970215553014,-0.0113049988656931,0.0226139048969885,-0.0364599081886551,0.0102317487457696,0.00526799594585848,0.0172470925922774
0.00813048696903076,-0.00592575973397738,0.0073572332565835,0.00183029093691949,0.00745611141384231,-0.0119408616662437,0.0348849351001164,-0.00926487553135444,-0.00666797313248037,-0.0110330782386694
0.00423225715037994,-0.00066066858807267,0.00348820848849059,0.00954100103365196,0.00457070277394289,0.00812265243057916,0.00692515902703493,0.00865569850835182,-0.0171331465317996,0.00292431619101463
-0.0237840063737195,0.0226532770351806,-0.00160905555257578,0.0096558817083529,0.0218912551263601,0.00459276125245971,-0.0138410770386056,0.029674861382137,0.0105498449025548,-0.0446636142336946
-0.00199523292460165,0.0398624465248557,-0.0151505463743727,0.031504207144472,0.023121870482837,-0.0082371267268,-0.0101983412345901,0.034799858957314,0.0179536991120098,0.0302401237645769
0.00950394344614796,-0.0162485193237256,0.015560401105501,2.60162106428774e-06,-0.0325013087326004,0.0326681124109597,-0.00887243583277175,-0.0183678768890598,-0.0252983905660111,0.0498949954280382
0.0119605559109573,-0.0168147492918338,0.0150222207569338,-0.00462446604840404,-0.0255178570558603,0.0291035245651811,-0.00681750089220387,-0.0217997055166422,-0.0198266671339135,0.0441196775193694
-0.0122592848187773,0.0101999539109119,-0.0176984075927183,-0.00311087008902883,0.0345796561956874,-0.033339653648585,0.00541211019900168,0.0188078176904784,0.0268529622518887,-0.0454080325705911
-0.0474495248802492,0.0129740945632329,-0.00922785514428628,0.0146433950904356,0.0028565660409627,-0.00122688517085682,0.00319667500644503,0.0245727654483115,-0.0148452249794242,-0.00480702527355144
8.24777329407862e-17,-6.43957445704347e-17,-1.50883823602164e-17,-1.84399591911759e-19,2.22103657941443e-17,4.6599844358509e-17,-2.89750500966043e-17,-1.94552026923614e-16,1.48666910989273e-16,1.05267840582575e-16
-0.00289989702927103,-0.00044905144076761,-0.00197653526102612,0.00581793462655646,0.00255346934005235,0.00795278382386262,0.00161687983793572,-0.0030685102889305,0.00443571264313797,0.00938336732663055
0.000438298335303355,0.00107396773975192,-0.00145544054867382,0.000703990286088661,-0.0003916957773447,0.000129324440636894,-0.0012609136152252,-0.00735703187754185,0.00551308293380179,0.00303408574054456
0.00089569509819976,-0.00115569955134307,0.00142092842979241,-0.00141335482188253,-0.0056303162463871,-0.00100577993945514,0.000988904838354989,0.00131380065826407,0.00223807758192994,0.00271989008369885
-6.95724850279112e-16,6.80949974018873e-16,5.35672632446283e-16,1.6684721909294e-16,6.81474282132952e-17,9.97597975386867e-18,7.69074521236124e-17,-3.4364812003803e-16,2.20330436953486e-16,-5.87329734214147e-17
-0.0182880413230268,-0.00306716222594228,-0.00750604040725652,0.00676920294058866,-0.0221039744909043,-0.0206221719625155,-0.0430637559780849,0.0174897713533671,0.0192487741271147,-0.0261775474036756
-0.00571319051470047,-0.0103136986321279,0.000234382171495255,-0.00174815030744432,0.00245235999481113,-0.0254127650027767,0.00125272608126797,0.00200591464609063,-0.000143082730101635,-0.00348505025158388
0.037849692111084,-0.0093990828992387,-0.0348994718950222,-0.0305077470076982,-0.00912099190934113,0.00125817460429218,0.00582341802048015,-0.0167582103863437,-0.00280729961387149,0.0185705343591258
0.0243348346589239,-0.00743572741538271,0.020549689739885,-0.0329097286072148,0.00214487002910893,0.0250374287529203,-0.00835624345758747,0.00534825627568569,-0.0206273442898273,-0.0189547200709606
0.0264428564399996,0.00299810958010002,-0.0229378589117408,-0.00463148546371822,0.00794141942736904,-0.000542614934252949,0.0144578854310626,-0.000600324144391556,-0.0368955377639189,-0.0077012403836172
0.0291377765635259,0.0105504253953601,-0.0359031214467123,-0.0126044549605616,0.00535109048590068,-0.00836182266751683,0.0144107749819079,-0.0209155979541003,-0.0504681122986363,-0.00509391722984227
0.027798870477862,-0.00337585979835228,-0.0340768113971551,-0.0227222738613812,0.0112653193555751,-0.0208973558104077,0.0190974325078007,-0.0136968166370829,-0.0416428337915381,-0.00224843744445704
-0.0209181701792084,0.014954618307105,-0.0115595680851901,0.0289968166736956,-0.00957487473344318,0.0216268881227004,-0.0456896875243436,-0.0316792780664168,-0.00164717692557354,-0.0190171490598192
-0.00135563567845967,0.0191393016888325,0.0366434882223991,-0.00222480484502185,0.0265159114966202,-0.0502831120010447,0.0491674444704412,0.0167190569418309,-0.010826140030972,0.00955186269447081
0.00813078848403476,-0.0138996679307005,-0.0320736197131479,0.00557314696078774,-0.0310240807872884,0.0448053231948141,-0.0464487223488393,-0.0116850049411885,0.0116047509015292,-0.00820365065586878
0.0253435850825984,0.0305804726697585,-0.00391009984960436,-0.00867132941167729,4.07752548900531e-05,0.0267430933828616,0.00380599189177863,0.000769435011422033,0.0103128532755541,0.00596542672130953
0.0258898818316331,0.00844390825663828,-0.0149365334230682,-0.0289728194262391,0.0160978367255391,0.00372801456120292,-0.00643847926786787,-0.0100617134906124,-0.0477341365452755,0.00249096542174847
0.0172009238463407,0.0191199186733773,0.00996654673248818,-0.0144609536897417,-0.0298409495734253,0.0202100777456151,-0.0210804794209372,-0.0107539339483419,-0.0152944337277836,0.00213593155119178
0.0224065852744029,0.0152044038064468,-0.0317626499498276,-0.0281384754814482,0.0159691213194574,-0.0496564495600366,-0.00172234998832247,0.00583406892369721,-0.0253104962964204,0.0167251392013867
-0.0281383850044125,-0.0267824898668274,0.00225390343003011,0.0164299202406807,0.00547227826649279,0.0538578926627818,-0.00567617449090355,-0.0104778807985729,0.00215749281387776,0.00409006697396534
0.0454562329541122,0.0309791055016814,0.00403280251723244,-0.0324905968149378,0.00404526077875794,0.00164202187070455,0.0443972421340176,0.00210005139446957,0.0049780506506499,-0.020321356182042
0.00333797401305433,0.0112590767624672,0.000173738631874226,-0.00342946407044027,0.000859076900559167,-0.0160247870697649,0.00451459579889153,0.0109893047603548,-0.00923353898630464,-0.00055962096720207
-0.0154603610670563,0.00189056791536454,-0.00421372563215481,0.0150235176827985,-0.0320598085583813,0.0188382960330027,0.0228965334596809,0.0117722303904654,0.0222511914255874,-0.0279287621697863
-0.0140788469748021,0.00618990734243852,-0.00995470836861709,0.0172576038326584,-0.0108394092766441,0.0160207904289595,0.0416702342391451,0.0271378210974203,0.0368399583497192,-0.0308906751264906
0.03632186955479,-0.0174388287385885,0.0128884492921524,0.014935966383746,0.0191592983305485,0.010505918897221,-0.0351495917467933,0.0315007867867686,0.0354070288590509,0.0299192554820485
0.0264746547401793,-0.0165347281419712,-0.0314644098466153,0.00755200645281277,-0.0139576957440336,0.0142575513589148,-0.0371262329233207,0.0309915611114602,-0.00202774530604189,0.0235094151686914
0.000443140935681733,0.00717783800424669,0.00247356093173025,-0.00280015944168273,0.000500870004188016,-0.00972481372064875,0.00298219584014393,0.0119573189116109,-0.00898194092746994,-0.00265907584368236
-0.0133586936115726,-0.000879641172379146,-0.0360266228180105,-0.0012295843347079,-0.00395817216642088,0.00103039758308956,0.00558128378656099,0.0158251135081233,-0.0216068910382371,-0.00665977162481278
0.0311191637897533,-0.0169783813345845,-0.0151419149743981,0.007989325229578,-0.0156298805690848,0.0162099675792389,-0.0396435780553207,0.0318492023349349,-0.00426321175551293,0.02600953119268
0.0282979784346167,-0.0170648818576913,-0.0327022272287978,0.00787370373610542,-0.0124821568004611,0.0154095689854316,-0.0375719083537232,0.0272536099559058,0.00181379134086023,0.0245075162824932
0.0397852541298047,-0.0175399720764222,0.00121094733841873,0.00518867212300652,-0.0114665362660128,0.017540784843339,-0.0415769589052498,0.0119196430729059,0.0175422374644221,0.0330838719207135
0.0380245364319413,0.00268048081726287,0.0170781670521104,-0.0114751056651594,-0.00810328840357804,0.00895259417145461,0.0386177796124343,-0.00877737316779662,-0.00962942790950718,0.0283460829699956
-0.0203216559346662,0.00102507729815336,-0.00885178399916436,0.0133429052865321,-0.0215398436864888,-0.0177205263012025,-0.0392992420734096,0.0173112504851243,0.0109042419880818,-0.030237690394168
0.0075749550315499,-0.00945050452517264,0.00609326794064824,0.0011895444565022,0.00420525922774568,-0.00428687979541436,0.0337619520438406,-0.00931222732340591,-0.00381150440934847,-0.0123103041318456
0.00367700563071204,0.00357973587006052,-0.000403191174936805,-0.00351924312302165,-0.00284801780505483,-0.00808134937461475,0.000856367090621671,-0.003579340937604,0.000614276550789862,-0.00203134948557023
-0.0133047640273816,0.00307963224337803,-0.00576997438755957,-0.0238009789364113,-0.0147997487519699,0.0292890380668391,-0.0252369069314608,0.00304113934169652,0.00613195483627636,0.0370742881403397
0.0225270270613076,0.0296053391614133,-0.0047879425136574,-0.00821729150024463,-0.00146512423847172,0.0352773665070544,-0.00132848673223756,0.00366544981094397,0.0175092491994575,0.00987023710552783
0.0192446227707589,-0.0176960339773552,0.019352039838838,0.0241641386763369,0.0219105259016432,-0.0213624994076809,0.0360194772403978,0.0287528607484712,-0.00957330741726049,0.0208229266012128
0.00240769088835329,-0.0295682185716761,0.0107716466755686,0.0168001654782788,0.0198488479634476,0.00333950580102468,0.0309741741727548,0.0107558420628855,-0.0174779576296343,0.0328208395944417
-0.00271205345842979,0.000687999773094267,-0.00174996881645078,0.00799093718036781,-0.00107685342970641,0.00606911837428845,0.00544097209977261,-0.0116083853508595,0.00111555950258793,-0.00124543860437054
